,prereq,topic,platform,head,url,image
64,Cloud Computing,Operating systems,youtube,Operating System (Complete Playlist),https://www.youtube.com/watch?v=bkSWJJZNgf8&list=PLxCzCOWd7aiGz9donHRrE9I3Mwn6XdP8p,https://i.ytimg.com/vi/bkSWJJZNgf8/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBBNbghe07lPorR00x_kHvEWWcXKQ
65,Cloud Computing,Operating systems,youtube,Operating System,https://www.youtube.com/watch?v=vBURTt97EkA&list=PLBlnK6fEyqRiVhbXDGLXDk_OQAeuVcp2O,https://i.ytimg.com/vi/vBURTt97EkA/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDAZQxPqLspUVoNweYWi7DYgeVxhA
66,Cloud Computing,Operating systems,youtube,Operating Systems,https://www.youtube.com/watch?v=RozoeWzT7IM&list=PLdo5W4Nhv31a5ucW_S1K3-x6ztBRD-PNa,https://i.ytimg.com/vi/RozoeWzT7IM/hqdefault.jpg?sqp=-oaymwExCOADEI4CSFryq4qpAyMIARUAAIhCGAHwAQH4Af4EgALoAooCDAgAEAEYciBUKDkwDw==&rs=AOn4CLBqjE63kGjtmhgGIQLBaMCGV_7vAA
67,Cloud Computing,Operating systems,youtube,Operating Systems for Placements 2022,https://www.youtube.com/watch?v=_TpOHMCODXo&list=PLDzeHZWIZsTr3nwuTegHLa2qlI81QweYG&pp=0gcJCV8EOCosWNin,https://i.ytimg.com/vi/_TpOHMCODXo/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLChP6ltnQo-BYRmszzBhRRi0zbWiQ
68,Cloud Computing,Virtualization concepts,youtube,Introduction to Virtualization - One Hour Crash Course,https://www.youtube.com/watch?v=CaDQuYKxYFU&list=PLf7QeYWBebsdlJguAzRR8I1bUIxCHujNo,https://i.ytimg.com/vi/CaDQuYKxYFU/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCaZddriOBuRnGq6FcK6vz-C2KrZA
69,Cloud Computing,Virtualization concepts,youtube,Cloud and Virtualization Concepts,https://www.youtube.com/watch?v=YXlgmbGjhag&list=PLndqfxA_9SWF-sFpP1Db_E8DmzY3K5Wkq,https://i.ytimg.com/vi/YXlgmbGjhag/hqdefault.jpg?sqp=-oaymwEXCOADEI4CSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBFYNTlB2MDl9Wa_rsgeMOaI6rDew
70,Cloud Computing,Virtualization concepts,youtube,VMware Virtualization Tutorial for Beginners |VMware Vsphere 6.7 Tutorials | VCP-DCV Tutorials | VMware पढ़ने का सबसे आसान तरीका,https://www.youtube.com/watch?v=-VxzIIsFXFY&list=PLBGx66SQNZ8aiuWzEFavDMpQ1RRWsZLZV,https://i.ytimg.com/vi/-VxzIIsFXFY/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCiQrBRWrqgwvUuvU27SN4te5hGaQ
71,Cloud Computing,Virtualization concepts,youtube,Virtualization all concepts,https://www.youtube.com/watch?v=7eQWpBFmuKk&list=PLxNNE-zmk9vNo06S1vMh9_fhV1yk8LhV0,https://i.ytimg.com/vi/7eQWpBFmuKk/hq720.jpg?sqp=-oaymwExCOgCEMoBSFryq4qpAyMIARUAAIhCGAHwAQH4AZQDgALQBYoCDAgAEAEYWiBaKFowDw==&rs=AOn4CLAEmHjRdY_HwXofCWjQ13Mq8IRCfQ
72,Cloud Computing,Security fundamentals,youtube,Cyber Security Training for Beginners | Edureka,https://www.youtube.com/watch?v=lpa8uy4DyMo&list=PL9ooVrP1hQOGPQVeapGsJCktzIO4DtI4_,https://i.ytimg.com/vi/lpa8uy4DyMo/hqdefault.jpg?sqp=-oaymwEXCOADEI4CSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAkJCefVwcIa0JZggfg_BeU29y-ZQ
73,Cloud Computing,Security fundamentals,youtube,Information Security Fundamentals,https://www.youtube.com/watch?v=bNhIfHhrklo&list=PLSQJplc69RZP1UIOkfGHaT990onj5s0ew,https://i.ytimg.com/vi/bNhIfHhrklo/hqdefault.jpg?sqp=-oaymwEXCOADEI4CSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDBSyYNr22JUEni9E6aA69r69zZUw
74,Cloud Computing,Security fundamentals,youtube,Cloud Security Basics,https://www.youtube.com/watch?v=MHtg2Au78LI&list=PLIivdWyY5sqLO-4ePY-A2yROgONOA6Cz4,https://i.ytimg.com/vi/MHtg2Au78LI/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLA1GYdFlusj3PLLtlbop3QFii4UTg
75,Cloud Computing,Security fundamentals,youtube,Cyber Security Playlist [2024 Updated]🔥,https://www.youtube.com/watch?v=inWWhr5tnEA&list=PLEiEAq2VkUUJfPOj5nRounXvf3n17PCft,https://i.ytimg.com/vi/inWWhr5tnEA/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBSrWrJ7OcX79FEQtxj9LriQDbhEw
76,Cloud Computing,Scripting ability,youtube,Jujutsu Kaisen Roblox Scripting Tutorials,https://www.youtube.com/watch?v=m8iVwQcHgAI&list=PL5EhU_PzfEF6R_9h7_LWi5MzFKHzD4rTY,https://i.ytimg.com/vi/m8iVwQcHgAI/hqdefault.jpg?sqp=-oaymwEXCOADEI4CSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDp2qAuBR8YtUnCHDF4CVXOlQK4xA
77,Cloud Computing,Scripting ability,youtube,Special Abilities,https://www.youtube.com/watch?v=HqrT_TcoGDg&list=PLJzzfGUzbK9AGOqdj-Dxkifoqvh1T6oQI,https://i.ytimg.com/vi/HqrT_TcoGDg/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBF-rKvB-9A8kWGxY5UwxeOVdvBdg
78,Cloud Computing,Scripting ability,youtube,Ability Scripting,https://www.youtube.com/watch?v=QZ0qlVANfMQ&list=PLWCvNUmeGL0s7v1AI8ul-Y25n1O6_REc8,https://i.ytimg.com/vi/QZ0qlVANfMQ/hq720.jpg?sqp=-oaymwExCNAFEJQDSFryq4qpAyMIARUAAIhCGAHwAQH4Af4JgALQBYoCDAgAEAEYNSBjKHIwDw==&rs=AOn4CLAIJkHeAslGfeonzaNN96tBnGae4A
79,Cloud Computing,Scripting ability,youtube,Battlegrounds game tutorial,https://www.youtube.com/watch?v=R7Dg7Ig_tto&list=PL13wrh_eBMY194Zn2qx7gaOjqJW-1EVkd,https://i.ytimg.com/vi/R7Dg7Ig_tto/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCFLtKkZvJxrrvSq9VYDAfUtI12Gw
80,Cybersecurity,Network fundamentals,youtube,Networking Fundamentals,https://www.youtube.com/watch?v=bj-Yfakjllc&list=PLIFyRwBY_4bRLmKfP1KnZA6rZbRHtxmXi,https://i.ytimg.com/vi/bj-Yfakjllc/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLC1dK8kVWGTqET6SHbfE9ik_ShIjw
81,Cybersecurity,Network fundamentals,youtube,Network Fundamentals,https://www.youtube.com/watch?v=9SIjoeE93lo&list=PLDQaRcbiSnqF5U8ffMgZzS7fq1rHUI3Q8&pp=0gcJCV8EOCosWNin,https://i.ytimg.com/vi/9SIjoeE93lo/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBZRyB3QxiBNFM_y33Dc_qPg5xqYA
82,Cybersecurity,Network fundamentals,youtube,Networking Fundamentals for Beginners,https://www.youtube.com/watch?v=_IOZ8_cPgu8&list=PLcnJIHtHiTA0jUkISZDrd72cCWIgDMmPb,https://i.ytimg.com/vi/_IOZ8_cPgu8/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDkocfjPLL86sdGmPNw8u3JaYnQRA
83,Cybersecurity,Network fundamentals,youtube,Networking Fundamentals,https://www.youtube.com/watch?v=6hPMdpk9qA4&list=PLTk5ZYSbd9Mi_ya5tVFD8NFfU1YZOyml1,https://i.ytimg.com/vi/6hPMdpk9qA4/hq720.jpg?sqp=-oaymwExCOgCEMoBSFryq4qpAyMIARUAAIhCGAHwAQH4AdQGgALgA4oCDAgAEAEYRSBlKDEwDw==&rs=AOn4CLAB6J79F_pA3kP9CapLA6zTDHZ_0Q
84,Cybersecurity,OS knowledge,youtube,1.2 OPERATING SYSTEM (Complete Playlist),https://www.youtube.com/watch?v=xw_OuOhjauw&list=PLmXKhU9FNesSFvj6gASuWmQd23Ul5omtD,https://i.ytimg.com/vi/xw_OuOhjauw/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDz_gSZsgDX_7Qm707siZWDmxDDEg
85,Cybersecurity,OS knowledge,youtube,OS knowledge gate,https://www.youtube.com/watch?v=YwqexcfbucE&list=PL1py2w21TLGW-lAFzAZe-QNi-JweUq3ku,https://i.ytimg.com/vi/YwqexcfbucE/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBVnomfinUkdY1c0rePez-PWxZYfg
86,Cybersecurity,OS knowledge,youtube,Operating System (Complete Playlist),https://www.youtube.com/watch?v=bkSWJJZNgf8&list=PLxCzCOWd7aiGz9donHRrE9I3Mwn6XdP8p,https://i.ytimg.com/vi/bkSWJJZNgf8/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBBNbghe07lPorR00x_kHvEWWcXKQ
87,Cybersecurity,OS knowledge,youtube,Operating Systems for Placements 2022,https://www.youtube.com/watch?v=_TpOHMCODXo&list=PLDzeHZWIZsTr3nwuTegHLa2qlI81QweYG,https://i.ytimg.com/vi/_TpOHMCODXo/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLChP6ltnQo-BYRmszzBhRRi0zbWiQ
88,Cybersecurity,Security principles,youtube,Security Principles,https://www.youtube.com/watch?v=FmXHazkFTDg&list=PLDQaRcbiSnqE2cHc0EgX3yDcswjmwrJtx,https://i.ytimg.com/vi/FmXHazkFTDg/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDldZJjKMC3hRDPpV0MPGHUAlOlQw
89,Cybersecurity,Security principles,youtube,Cybersecurity Architecture Series,https://www.youtube.com/watch?v=jq_LZ1RFPfU&list=PLOspHqNVtKADkWLFt9OcziQF7EatuANSY,https://i.ytimg.com/vi/jq_LZ1RFPfU/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBcNFspwGktPJ8dzLdescEzuwYxRw
90,Cybersecurity,Security principles,youtube,Cyber Security Principles,https://www.youtube.com/watch?v=J-B7JQIearU&list=PL8oRZVu1TnSIk_WIX-Gztgt2BAf31Y4IK,https://i.ytimg.com/vi/J-B7JQIearU/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBzvUE4OtMIJAlcfvHEnKqYkH2H5A
91,Cybersecurity,Security principles,youtube,Cryptography & Network Security,https://www.youtube.com/watch?v=JoeiLuFNBc4&list=PLBlnK6fEyqRgJU3EsOYDTW7m6SUmW6kII,https://i.ytimg.com/vi/JoeiLuFNBc4/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDkgiXEoSGtlq9AIlTct_TgOhCm6Q
92,Cybersecurity,Threat awareness,youtube,Insider Threat Awareness: Protecting Your Network From Within,https://www.youtube.com/watch?v=0oV5soE-Lso&list=PLxNY1Xcwuf8wQAf9xhtWQRjko7gt6euM7&pp=0gcJCV8EOCosWNin,https://i.ytimg.com/vi/0oV5soE-Lso/hq720.jpg?sqp=-oaymwExCNAFEJQDSFryq4qpAyMIARUAAIhCGAHwAQH4Af4JgALQBYoCDAgAEAEYQSAZKH8wDw==&rs=AOn4CLBaV-uQIiYzQmmEkkqbWlfo9Le5MQ
93,Cybersecurity,Threat awareness,youtube,Threat Awareness,https://www.youtube.com/watch?v=QoNLcfI2-eQ&list=PL5IUbkJsWRk-4PP8P9MCcxMAiXet895FV,https://i.ytimg.com/vi/QoNLcfI2-eQ/hq720.jpg?sqp=-oaymwE3CNAFEJQDSFryq4qpAykIARUAAIhCGAHtAWZmZkLwAQH4Af4JgALQBYoCDAgAEAEYZSBlKGUwDw==&rs=AOn4CLDlOdDsDxRj4nkeg660DIRioPRAXQ
94,Cybersecurity,Threat awareness,youtube,THREAT ASSESSMENT | Situational Awareness Training,https://www.youtube.com/watch?v=NJCZmK52kq0&list=PL8tXgRFaiQ08DyMRsp8dZhXlvKGU0uOxY,https://i.ytimg.com/vi/NJCZmK52kq0/hq720.jpg?sqp=-oaymwEdCOgCEMoBSFryq4qpAw8IARUAAIhCGAHtAWZm5kE=&rs=AOn4CLBCIvLsDRJxQXV-XHzleIW-JeeWuQ
95,Cybersecurity,Threat awareness,youtube,Threat awareness stuff,https://www.youtube.com/watch?v=NFjVUSOnPzo&list=PLvdx-6W1-tLxGByX-kR-IFlSTZ3_j3d4O,https://i.ytimg.com/vi/NFjVUSOnPzo/hq720.jpg?sqp=-oaymwEdCOgCEMoBSFryq4qpAw8IARUAAIhCGAHtAWZm5kE=&rs=AOn4CLD-17HJlH50tHhLUkyzpm4QNLqI4A
96,Cybersecurity,Ethical hacking,youtube,Ethical Hacking Full Course for Beginners - 2025 Edition,https://www.youtube.com/watch?v=cKEf8H9cQGM&list=PLwO5-rumi8A4J7h4Fm92TEC00gfZUk7ls,https://i.ytimg.com/vi/cKEf8H9cQGM/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCEIYJu8x-7GajeJqCn_era5qcE7g
97,Cybersecurity,Ethical hacking,youtube,Full-Length Hacking Courses,https://www.youtube.com/watch?v=3FNYvj2U0HM&list=PLLKT__MCUeixqHJ1TRqrHsEd6_EdEvo47,https://i.ytimg.com/vi/3FNYvj2U0HM/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAW-fmQ8qU9UplRF569ol2ywARA2A
98,Cybersecurity,Ethical hacking,youtube,Ethical Hacking,https://www.youtube.com/watch?v=3Kq1MIfTWCE&list=PLWKjhJtqVAbnklGh3FNRLECx_2D_vK3mu,https://i.ytimg.com/vi/3Kq1MIfTWCE/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBQ79dikM3BlNc4P_3wK__vRME4HA
99,Cybersecurity,Ethical hacking,youtube,Learn Ethical Hacking (CEH Journey),https://www.youtube.com/watch?v=yFC8pb2TPdc&list=PLIhvC56v63IIJZRa3lzK6IeBQOH_VFjUQ,https://i.ytimg.com/vi/yFC8pb2TPdc/hq720.jpg?sqp=-oaymwEdCOgCEMoBSFryq4qpAw8IARUAAIhCGAHtAWZm5kE=&rs=AOn4CLC2emMKUxC_RBfdkYBGrDUKMZU2mA
100,Mobile App Development,Programming language,youtube,Programming Language | Types of Programming Language | Complete Playlist | Arora Educator | By-Sachin Arora Sir |,https://www.youtube.com/watch?v=Q2pJ0hKRuUI&list=PLspGXahxbrNyiGf5cVtMT2Xr8OkpLBc92,https://i.ytimg.com/vi/Q2pJ0hKRuUI/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDidhauFfyu_Ni_jKRXJyZO2D-rBA
101,Mobile App Development,Programming language,youtube,Fundamentals of Programming Languages,https://www.youtube.com/watch?v=F7CWjuaC6gw&list=PLb__S-rkKhexdiJomXSGeqQ46c_MUTPaj,https://i.ytimg.com/vi/F7CWjuaC6gw/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBLUG1TNWt7Yil5E9uLJhTjCUTV8g
102,Mobile App Development,Programming language,youtube,Python Language Full Course (2025-26),https://www.youtube.com/watch?v=t2_Q2BRzeEE&list=PLGjplNEQ1it8-0CmoljS5yeV-GlKSUEt0,https://i.ytimg.com/vi/t2_Q2BRzeEE/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBV8aEMU97pJzBMjS2V3YnuudUUmA
103,Mobile App Development,Programming language,youtube,C Programming Course,https://www.youtube.com/watch?v=rQoqCP7LX60&list=PLxgZQoSe9cg1drBnejUaDD9GEJBGQ5hMt,https://i.ytimg.com/vi/rQoqCP7LX60/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLB8g25Ka6C2hYOwJIHi4a1Vz-i_OQ
104,Mobile App Development,UI/UX basics,youtube,UI/UX Design For Beginners with Projects 2025,https://www.youtube.com/watch?v=O5IXf8qB9U4&list=PLdvOfoe7PXT0ouChAnR1nHlT8BJIo5hP_,https://i.ytimg.com/vi/O5IXf8qB9U4/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBwdQOLgm_nPB6JNJhgUD9LsYKPdA
105,Mobile App Development,UI/UX basics,youtube,Basics of Figma for UX Design,https://www.youtube.com/watch?v=bI6q16ffdgQ&list=PLlHtucAD9KT19ckHqXpPSStZOyDSq9AW-,https://i.ytimg.com/vi/bI6q16ffdgQ/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDSo6g7AEE8RpiZytBaCVMEazqIHw
106,Mobile App Development,UI/UX basics,youtube,UI/UX Design,https://www.youtube.com/watch?v=_MFBAtFLNKc&list=PLjiHFwhbHYlHSpAflJwjsKAyMaMhASm0F,https://i.ytimg.com/vi/_MFBAtFLNKc/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBQCRmJP4igIK7T5rqGXVOvrttOYw
107,Mobile App Development,UI/UX basics,youtube,UX/UI,https://www.youtube.com/watch?v=SbS1jwm4U4o&list=PLW-zSkCnZ-gBtmXf9AfRbA90GnBv7o2gS,https://i.ytimg.com/vi/SbS1jwm4U4o/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAqZtF0bi8Sqj0sHi76AR1lkIJLmA
108,Mobile App Development,Platform specific,youtube,Trend Tandav,https://www.youtube.com/watch?v=5HLzVIYoW_g&list=PLQ60yGSs1avDM8uiRn5_wuJBTM7o4ZdNy,https://i.ytimg.com/vi/5HLzVIYoW_g/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLB77f5JBQulyS8Cy6Y0DwOomw-NRA
109,Mobile App Development,Platform specific,youtube,"Social Media Stats Decoded: Trends, Insights & Analysis | Platform-Specific Data | Make Informed Marketing Decisions",https://www.youtube.com/watch?v=lEzRHa5hQFA&list=PL6rgvU81vJkeaEQDrwhx1D9h7v3nK_utO,https://i.ytimg.com/vi/lEzRHa5hQFA/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLArdIXMUunucaEGDQsLvCafdR_18A
110,Mobile App Development,Platform specific,youtube,"Social Media Stats Decoded: Trends, Insights & Analysis | Platform-Specific Data | Make Informed Marketing Decisions",https://www.youtube.com/watch?v=mG6hdRT0XV4&list=PL6rgvU81vJkddcA4jv5brVnjpHES22m_t&pp=0gcJCV8EOCosWNin,https://i.ytimg.com/vi/mG6hdRT0XV4/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDg_9D1zqQfr0eO5pffyN9XTZUgJA
111,Mobile App Development,Platform specific,youtube,Copilot Studio for Power Platform Makers,https://www.youtube.com/watch?v=LGvutTGw5zc&list=PLi9EhCY4z99XR9Me1e4LZTF-YsnklmEsa,https://i.ytimg.com/vi/LGvutTGw5zc/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDC8_yXL-lnHgmlTyFEcagZmEo1_w
112,Mobile App Development,Testing skills,youtube,Learn Software Testing In Hindi | Must Watch with Projects,https://www.youtube.com/watch?v=P31bOYX1lZE&list=PLwbMf8x0S9vBcE3i5qtf0BrqXS9OZ1LXR,https://i.ytimg.com/vi/P31bOYX1lZE/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCqdTZgDJHVFej0So-z1BqrGco20Q
113,Mobile App Development,Testing skills,youtube,Manual Testing(Full Course),https://www.youtube.com/watch?v=oOvURgHcd4w&list=PLUDwpEzHYYLseflPNg0bUKfLmAbO2JnE9&pp=0gcJCV8EOCosWNin,https://i.ytimg.com/vi/oOvURgHcd4w/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCJZcfN_BQHs5i6kp1iF9wSq0ofKw
114,Mobile App Development,Testing skills,youtube,BARC PGCIL NPCIL ISRO DRDO ELECTRICIAN SKILL TEST PRACTICAL VIDEO #skilltestpractical,https://www.youtube.com/watch?v=o1G6-V96EF8&list=PLMtEFpP10gXOkKE7MGzsiouW-l2eOdJuM,https://i.ytimg.com/vi/o1G6-V96EF8/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLA8qSVdNLT6eiV8UbvkjCg36TCWTg
115,Mobile App Development,Testing skills,youtube,CNA Skills (Updated),https://www.youtube.com/watch?v=SBcdcx8YxYE&list=PL7D7SigffS4ms3_ff_0mGLx55c0sgRlg7,https://i.ytimg.com/vi/SBcdcx8YxYE/hq720.jpg?sqp=-oaymwExCOgCEMoBSFryq4qpAyMIARUAAIhCGAHwAQH4Af4JgALQBYoCDAgAEAEYYyBjKGMwDw==&rs=AOn4CLDkcbAuqa7W7B6odtMNxH5PHs_t0Q
116,Mobile App Development,Deployment knowledge,youtube,Backend Developer Roadmap with Python and Deployment Knowledge {Hing_Lish},https://www.youtube.com/watch?v=tJehQ9tw5tk&list=PLSRMoCAny0_ht06Tvogljfq0U_na0jhed,https://i.ytimg.com/vi/tJehQ9tw5tk/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDib9Jl9iXYp2jcUZZOehGEUSvDJg
117,Mobile App Development,Deployment knowledge,youtube,Cloud Computing (Complete Course),https://www.youtube.com/watch?v=dmGybCohHsw&list=PLxCzCOWd7aiHRHVUtR-O52MsrdUSrzuy4,https://i.ytimg.com/vi/dmGybCohHsw/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLB7qLZDMJCKwBaBNM_kydNixLwzcw
118,Mobile App Development,Deployment knowledge,youtube,Web Development Course,https://www.youtube.com/watch?v=l1EssrLxt7E&list=PLfqMhTWNBTe3H6c9OGXb5_6wcc1Mca52n,https://i.ytimg.com/vi/l1EssrLxt7E/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCrMmyG8eam_yIKMesugt4UmDNpRA
119,Mobile App Development,Deployment knowledge,youtube,Cloud Computing,https://www.youtube.com/watch?v=HhStJ7FDBpc&list=PLYwpaL_SFmcCyQH0n9GHfwviu6KeJ46BV,https://i.ytimg.com/vi/HhStJ7FDBpc/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAkQGMBAV7PVexnEX_lB5P9KUoHYw
120,Python Programming,Basic logic,youtube,Logic 101 Full Course,https://www.youtube.com/watch?v=JBjAyrX7wms&list=PLKI1h_nAkaQq5MDWlKXu0jeZmLDt-51on,https://i.ytimg.com/vi/JBjAyrX7wms/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCewc4PohQei_dY0WEFaFwIJhhwcg
121,Python Programming,Basic logic,youtube,Basic Logic Gates in Digital Electronics Hindi,https://www.youtube.com/watch?v=dmMvi2A4LcE&list=PLqcuf9-ILPYBNvw38ii2IsTov5nBG5od8,https://i.ytimg.com/vi/dmMvi2A4LcE/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLC3jIhL_TpkLXrB12Q_m8R_rGPogQ
122,Python Programming,Basic logic,youtube,"Digital Logic | Digital Logic For GATE | Digital Logic By Chandan Jha sir | GATE 2025 Crash Course For Digital Logic | CS , IT & EE, ECE",https://www.youtube.com/watch?v=sFilX_6j884&list=PLOG_8OlGMp73cbcI1vw-q0I_IyjlsEhyI,https://i.ytimg.com/vi/sFilX_6j884/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBwJHTiVsaP_VYRKyx4BS0D1-vioA
123,Python Programming,Basic logic,youtube,"Boolean Algebra, Logic Gates & K-Maps",https://www.youtube.com/watch?v=NqPhPiSer30&list=PLIY8eNdw5tW-yJHsxApeilNjX2Dkll-Ox,https://i.ytimg.com/vi/NqPhPiSer30/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDBRuwg6bBS1uDtwnDDpHPvjcCdQg
124,Python Programming,Syntax understanding,youtube,JavaScript Basics with Node.js: Understanding Syntax and Logic,https://www.youtube.com/watch?v=7ZeKIoMhuRI&list=PLUd_8TaFR5tFmktAAN5NOQMJeKIPXJdHy,https://i.ytimg.com/vi/7ZeKIoMhuRI/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBJu5g1eVeYC_7WgsCIN1VSiFGVEA
125,Python Programming,Syntax understanding,youtube,Syntax - Generative Grammar,https://www.youtube.com/watch?v=PmUVgCqz56w&list=PLayu5RDnXk7k_H0dVtjYSVPxNbkB699No&pp=0gcJCV8EOCosWNin,https://i.ytimg.com/vi/PmUVgCqz56w/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCvvJb5_FcPzceyrS9i0PBZYoqh_g
126,Python Programming,Syntax understanding,youtube,Python Language Full Course (2025-26),https://www.youtube.com/watch?v=t2_Q2BRzeEE&list=PLGjplNEQ1it8-0CmoljS5yeV-GlKSUEt0,https://i.ytimg.com/vi/t2_Q2BRzeEE/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBV8aEMU97pJzBMjS2V3YnuudUUmA
